0x0	0xe
0x35e0B0x3285B0x29aeB0x1bc4	0x361bB0x3285B0x29aeB0x1bc4
0x35cfB0x3285B0x29aeB0x1bc4	0x35d4B0x3285B0x29aeB0x1bc4
0x361bB0x3285B0x29aeB0x1bc4	0x3621B0x3285B0x29aeB0x1bc4
0x202eB0x3592B0x3285B0x29aeB0x1bc4	0x2041B0x3592B0x3285B0x29aeB0x1bc4
0x2041B0x3592B0x3285B0x29aeB0x1bc4	0x204eB0x3592B0x3285B0x29aeB0x1bc4
0x201cB0x3592B0x3285B0x29aeB0x1bc4	0x202eB0x3592B0x3285B0x29aeB0x1bc4
0x3a3fB0x3578B0x3285B0x29aeB0x1bc4	0x3a4cB0x3578B0x3285B0x29aeB0x1bc4
0x3a28B0x3578B0x3285B0x29aeB0x1bc4	0x3a30B0x3578B0x3285B0x29aeB0x1bc4
0x3a39B0x3578B0x3285B0x29aeB0x1bc4	0x3a3fB0x3578B0x3285B0x29aeB0x1bc4
0x202eB0x3a1eB0x3578B0x3285B0x29aeB0x1bc4	0x2041B0x3a1eB0x3578B0x3285B0x29aeB0x1bc4
0x2041B0x3a1eB0x3578B0x3285B0x29aeB0x1bc4	0x204eB0x3a1eB0x3578B0x3285B0x29aeB0x1bc4
0x201cB0x3a1eB0x3578B0x3285B0x29aeB0x1bc4	0x202eB0x3a1eB0x3578B0x3285B0x29aeB0x1bc4
0x202eB0x3a30B0x3578B0x3285B0x29aeB0x1bc4	0x2041B0x3a30B0x3578B0x3285B0x29aeB0x1bc4
0x2041B0x3a30B0x3578B0x3285B0x29aeB0x1bc4	0x204eB0x3a30B0x3578B0x3285B0x29aeB0x1bc4
0x201cB0x3a30B0x3578B0x3285B0x29aeB0x1bc4	0x202eB0x3a30B0x3578B0x3285B0x29aeB0x1bc4
0x3b05B0x139deB0x29aeB0x1bc4	0x3b16B0x139deB0x29aeB0x1bc4
0x3b16B0x139deB0x29aeB0x1bc4	0x3b1eB0x139deB0x29aeB0x1bc4
0x1f26B0x3a64B0x139deB0x29aeB0x1bc4	0x1f3eB0x3a64B0x139deB0x29aeB0x1bc4
0x33c1B0x3af9B0x139deB0x29aeB0x1bc4	0x33c9B0x3af9B0x139deB0x29aeB0x1bc4
0x1f42B0x13b68B0x139deB0x29aeB0x1bc4	0x1f610x1f42B0x13b68B0x139deB0x29aeB0x1bc4
0x1f42B0x3a54B0x139deB0x29aeB0x1bc4	0x1f610x1f42B0x3a54B0x139deB0x29aeB0x1bc4
0x1f42B0x3b1eB0x139deB0x29aeB0x1bc4	0x1f610x1f42B0x3b1eB0x139deB0x29aeB0x1bc4
0x253dB0x3a8fB0x139deB0x29aeB0x1bc4	0x254bB0x3a8fB0x139deB0x29aeB0x1bc4
0x1f42B0x252fB0x3a8fB0x139deB0x29aeB0x1bc4	0x1f610x1f42B0x252fB0x3a8fB0x139deB0x29aeB0x1bc4
0x1f65B0x2523B0x3a8fB0x139deB0x29aeB0x1bc4	0x1f75B0x2523B0x3a8fB0x139deB0x29aeB0x1bc4
0x327dB0x13789B0x1bc4	0x3285B0x13789B0x1bc4
0x3263B0x13789B0x1bc4	0x326bB0x13789B0x1bc4
0x3273B0x13789B0x1bc4	0x327dB0x13789B0x1bc4
0x3297B0x13789B0x1bc4	0x329fB0x13789B0x1bc4
0x202eB0x3259B0x13789B0x1bc4	0x2041B0x3259B0x13789B0x1bc4
0x2041B0x3259B0x13789B0x1bc4	0x204eB0x3259B0x13789B0x1bc4
0x201cB0x3259B0x13789B0x1bc4	0x202eB0x3259B0x13789B0x1bc4
0x3a3fB0x326bB0x13789B0x1bc4	0x3a4cB0x326bB0x13789B0x1bc4
0x3a28B0x326bB0x13789B0x1bc4	0x3a30B0x326bB0x13789B0x1bc4
0x3a39B0x326bB0x13789B0x1bc4	0x3a3fB0x326bB0x13789B0x1bc4
0x202eB0x3a1eB0x326bB0x13789B0x1bc4	0x2041B0x3a1eB0x326bB0x13789B0x1bc4
0x2041B0x3a1eB0x326bB0x13789B0x1bc4	0x204eB0x3a1eB0x326bB0x13789B0x1bc4
0x201cB0x3a1eB0x326bB0x13789B0x1bc4	0x202eB0x3a1eB0x326bB0x13789B0x1bc4
0x202eB0x3a30B0x326bB0x13789B0x1bc4	0x2041B0x3a30B0x326bB0x13789B0x1bc4
0x2041B0x3a30B0x326bB0x13789B0x1bc4	0x204eB0x3a30B0x326bB0x13789B0x1bc4
0x201cB0x3a30B0x326bB0x13789B0x1bc4	0x202eB0x3a30B0x326bB0x13789B0x1bc4
0x3b53B0x13997B0x13789B0x1bc4	0x3b67B0x13997B0x13789B0x1bc4
0x3b67B0x13997B0x13789B0x1bc4	0x3b70B0x13997B0x13789B0x1bc4
0x3b4bB0x13997B0x13789B0x1bc4	0x3b53B0x13997B0x13789B0x1bc4
0x21a2B0x3b70B0x13997B0x13789B0x1bc4	0x21d2B0x3b70B0x13997B0x13789B0x1bc4
0x204fB0x3b89B0x13997B0x13789B0x1bc4	0x2061B0x3b89B0x13997B0x13789B0x1bc4
0x202eB0x3b95B0x13997B0x13789B0x1bc4	0x2041B0x3b95B0x13997B0x13789B0x1bc4
0x2041B0x3b95B0x13997B0x13789B0x1bc4	0x204eB0x3b95B0x13997B0x13789B0x1bc4
0x201cB0x3b95B0x13997B0x13789B0x1bc4	0x202eB0x3b95B0x13997B0x13789B0x1bc4
0x1f42B0x13bbaB0x13997B0x13789B0x1bc4	0x1f610x1f42B0x13bbaB0x13997B0x13789B0x1bc4
0x3469B0x329fB0x13789B0x1bc4	0x3470B0x329fB0x13789B0x1bc4
0x3484B0x329fB0x13789B0x1bc4	0x348fB0x329fB0x13789B0x1bc4
0x345fB0x329fB0x13789B0x1bc4	0x3469B0x329fB0x13789B0x1bc4
0x3479B0x329fB0x13789B0x1bc4	0x3484B0x329fB0x13789B0x1bc4
0x202eB0x3470B0x329fB0x13789B0x1bc4	0x2041B0x3470B0x329fB0x13789B0x1bc4
0x2041B0x3470B0x329fB0x13789B0x1bc4	0x204eB0x3470B0x329fB0x13789B0x1bc4
0x201cB0x3470B0x329fB0x13789B0x1bc4	0x202eB0x3470B0x329fB0x13789B0x1bc4
0x3a3fB0x3456B0x329fB0x13789B0x1bc4	0x3a4cB0x3456B0x329fB0x13789B0x1bc4
0x3a28B0x3456B0x329fB0x13789B0x1bc4	0x3a30B0x3456B0x329fB0x13789B0x1bc4
0x3a39B0x3456B0x329fB0x13789B0x1bc4	0x3a3fB0x3456B0x329fB0x13789B0x1bc4
0x202eB0x3a1eB0x3456B0x329fB0x13789B0x1bc4	0x2041B0x3a1eB0x3456B0x329fB0x13789B0x1bc4
0x2041B0x3a1eB0x3456B0x329fB0x13789B0x1bc4	0x204eB0x3a1eB0x3456B0x329fB0x13789B0x1bc4
0x201cB0x3a1eB0x3456B0x329fB0x13789B0x1bc4	0x202eB0x3a1eB0x3456B0x329fB0x13789B0x1bc4
0x202eB0x3a30B0x3456B0x329fB0x13789B0x1bc4	0x2041B0x3a30B0x3456B0x329fB0x13789B0x1bc4
0x2041B0x3a30B0x3456B0x329fB0x13789B0x1bc4	0x204eB0x3a30B0x3456B0x329fB0x13789B0x1bc4
0x201cB0x3a30B0x3456B0x329fB0x13789B0x1bc4	0x202eB0x3a30B0x3456B0x329fB0x13789B0x1bc4
0x358bB0x3285B0x13789B0x1bc4	0x3592B0x3285B0x13789B0x1bc4
0x35a6B0x3285B0x13789B0x1bc4	0x35cfB0x3285B0x13789B0x1bc4
0x3581B0x3285B0x13789B0x1bc4	0x358bB0x3285B0x13789B0x1bc4
0x359bB0x3285B0x13789B0x1bc4	0x35a6B0x3285B0x13789B0x1bc4
0x35dcB0x3285B0x13789B0x1bc4	0x35e0B0x3285B0x13789B0x1bc4
0x35e0B0x3285B0x13789B0x1bc4	0x361bB0x3285B0x13789B0x1bc4
0x35cfB0x3285B0x13789B0x1bc4	0x35d4B0x3285B0x13789B0x1bc4
0x361bB0x3285B0x13789B0x1bc4	0x3621B0x3285B0x13789B0x1bc4
0x202eB0x3592B0x3285B0x13789B0x1bc4	0x2041B0x3592B0x3285B0x13789B0x1bc4
0x2041B0x3592B0x3285B0x13789B0x1bc4	0x204eB0x3592B0x3285B0x13789B0x1bc4
0x201cB0x3592B0x3285B0x13789B0x1bc4	0x202eB0x3592B0x3285B0x13789B0x1bc4
0x3a3fB0x3578B0x3285B0x13789B0x1bc4	0x3a4cB0x3578B0x3285B0x13789B0x1bc4
0x3a28B0x3578B0x3285B0x13789B0x1bc4	0x3a30B0x3578B0x3285B0x13789B0x1bc4
0x3a39B0x3578B0x3285B0x13789B0x1bc4	0x3a3fB0x3578B0x3285B0x13789B0x1bc4
0x202eB0x3a1eB0x3578B0x3285B0x13789B0x1bc4	0x2041B0x3a1eB0x3578B0x3285B0x13789B0x1bc4
0x2041B0x3a1eB0x3578B0x3285B0x13789B0x1bc4	0x204eB0x3a1eB0x3578B0x3285B0x13789B0x1bc4
0x201cB0x3a1eB0x3578B0x3285B0x13789B0x1bc4	0x202eB0x3a1eB0x3578B0x3285B0x13789B0x1bc4
0x202eB0x3a30B0x3578B0x3285B0x13789B0x1bc4	0x2041B0x3a30B0x3578B0x3285B0x13789B0x1bc4
0x2041B0x3a30B0x3578B0x3285B0x13789B0x1bc4	0x204eB0x3a30B0x3578B0x3285B0x13789B0x1bc4
0x201cB0x3a30B0x3578B0x3285B0x13789B0x1bc4	0x202eB0x3a30B0x3578B0x3285B0x13789B0x1bc4
0x3b05B0x139deB0x13789B0x1bc4	0x3b16B0x139deB0x13789B0x1bc4
0x3b16B0x139deB0x13789B0x1bc4	0x3b1eB0x139deB0x13789B0x1bc4
0x1f26B0x3a64B0x139deB0x13789B0x1bc4	0x1f3eB0x3a64B0x139deB0x13789B0x1bc4
0x33c1B0x3af9B0x139deB0x13789B0x1bc4	0x33c9B0x3af9B0x139deB0x13789B0x1bc4
0x1f42B0x13b68B0x139deB0x13789B0x1bc4	0x1f610x1f42B0x13b68B0x139deB0x13789B0x1bc4
0x1f42B0x3a54B0x139deB0x13789B0x1bc4	0x1f610x1f42B0x3a54B0x139deB0x13789B0x1bc4
0x1f42B0x3b1eB0x139deB0x13789B0x1bc4	0x1f610x1f42B0x3b1eB0x139deB0x13789B0x1bc4
0x253dB0x3a8fB0x139deB0x13789B0x1bc4	0x254bB0x3a8fB0x139deB0x13789B0x1bc4
0x1f42B0x252fB0x3a8fB0x139deB0x13789B0x1bc4	0x1f610x1f42B0x252fB0x3a8fB0x139deB0x13789B0x1bc4
0x1f65B0x2523B0x3a8fB0x139deB0x13789B0x1bc4	0x1f75B0x2523B0x3a8fB0x139deB0x13789B0x1bc4
